first_name,second_name,web_name,team,minutes,goals_scored,assists,clean_sheets,total_points,form,ict_index,influence,creativity,threat,now_cost,selected_by_percent
Tino,Livramento,Livramento,15,2835,0,1,10,105,0.0,110.1,567.4,406.2,127.0,46,8.9
Sean,Longstaff,Longstaff,15,783,0,1,2,34,0.0,27.3,117.2,78.4,76.0,44,0.3
Lewis,Miley,Miley,15,304,1,0,0,21,0.0,16.7,87.4,33.5,45.0,50,0.0
Odysseas,Vlachodimos,Odysseas,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,42,0.1
Nick,Pope,Pope,15,2520,0,0,8,102,0.0,67.4,666.0,10.0,0.0,50,6.1
John,Ruddy,Ruddy,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,0.3
Fabian,Schär,Schär,15,2935,4,2,11,118,0.0,119.6,743.2,111.5,346.0,55,5.0
Matt,Targett,Targett,15,20,0,0,0,2,0.0,1.0,5.0,5.6,0.0,39,0.3
Sandro,Tonali,Tonali,15,2625,4,2,11,106,0.0,133.5,539.4,496.3,299.0,55,0.9
Kieran,Trippier,Trippier,15,1299,0,3,6,72,0.0,76.1,319.4,406.8,33.0,56,4.4
Joe,White,White,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.1
Joe,Willock,Willock,15,1065,0,2,4,46,0.0,63.9,172.8,273.8,197.0,47,0.1
Callum,Wilson,Wilson,15,355,0,0,0,19,0.0,12.1,13.0,42.2,71.0,69,0.2
Miodrag,Pivaš,Pivas,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.1
William,Osula,Osula,15,124,1,0,0,19,0.0,10.5,42.4,25.1,37.0,49,0.2
Eddie,Howe,Howe,15,0,0,0,0,97,0.0,0.0,0.0,0.0,0.0,15,2.8
Sean,Neave,Neave,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Álex,Moreno Lopera,Alex Moreno,16,952,0,1,3,34,0.0,36.4,200.8,134.5,29.0,42,0.4
Ola,Aina,Aina,16,2996,2,1,12,128,0.0,94.1,578.2,282.3,80.0,53,13.0
Elliot,Anderson,Anderson,16,2726,2,6,13,107,0.0,155.6,638.8,605.2,308.0,50,0.3
Taiwo,Awoniyi,Awoniyi,16,398,1,0,1,32,0.0,21.9,67.0,40.9,118.0,55,0.3
Willy,Boly,Boly,16,146,0,0,0,6,0.0,6.8,51.0,0.4,17.0,42,0.1
Josh,Bowler,Bowler,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Carlos Miguel,dos Santos Pereira,C.Miguel,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,41,0.1
Eric,da Silva Moreira,Da Silva Moreira,16,28,0,0,0,2,0.0,0.6,5.2,0.3,0.0,43,0.1
Danilo,dos Santos de Oliveira,Danilo,16,270,0,0,1,11,0.0,3.9,34.6,5.0,0.0,47,0.0
Emmanuel,Dennis,Dennis,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49,0.2
Nicolás,Domínguez,Dominguez,16,1954,0,1,7,54,0.0,89.4,410.2,247.2,237.0,48,0.0
Anthony,Elanga,Elanga,16,2496,6,11,12,153,0.0,199.8,627.0,785.4,582.0,55,9.4
Morgan,Gibbs-White,Gibbs-White,16,2806,7,11,13,154,0.0,210.6,680.4,793.7,632.0,65,7.4
Callum,Hudson-Odoi,Hudson-Odoi,16,2190,5,3,11,103,0.0,151.0,445.6,663.9,405.0,51,1.2
Alex,Mighten,Mighten,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Murillo,Santiago Costa dos Santos,Murillo,16,3188,2,0,12,130,0.0,134.0,927.2,211.2,201.0,47,4.1
Neco,Williams,N.Williams,16,2588,1,3,10,109,0.0,118.0,628.4,305.3,244.0,45,4.0
Omar,Richards,O.Richards,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Lewis,O'Brien,O'Brien,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,50,0.0
Andrew,Omobamidele,Omobamidele,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,42,0.0
Jonathan,Panzo,Panzo,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Ibrahim,Sangaré,Sangaré,16,584,0,1,2,20,0.0,23.2,130.6,80.3,21.0,43,1.2
Matz,Sels,Sels,16,3420,0,1,13,150,0.0,96.7,942.2,20.2,0.0,52,19.9
Harry,Toffolo,Toffolo,16,135,0,0,0,4,0.0,5.1,40.2,4.1,6.0,42,0.1
Hwang,Ui-jo,Ui-jo,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.8
Chris,Wood,Wood,16,2958,20,3,15,200,0.0,205.6,838.4,320.0,900.0,72,30.8
Joe,Worrall,Worrall,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0.0
Ryan,Yates,Yates,16,1901,2,2,6,67,0.0,85.4,344.4,241.1,265.0,48,0.1
Nikola,Milenković,Milenković,16,3330,5,2,13,145,0.0,127.2,805.2,107.9,361.0,52,18.0
João Pedro,Ferreira Silva,Jota Silva,16,835,3,2,1,52,0.0,64.6,221.8,182.9,239.0,59,0.1
Ramón,Sosa,Sosa,16,280,1,0,1,25,0.0,29.2,87.4,103.0,104.0,55,0.1
Felipe,Rodrigues da Silva,Morato,16,891,0,0,3,36,0.0,24.0,205.2,10.8,22.0,45,0.1
Zach,Abbott,Abbott,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Wayne,Hennessey,Hennessey,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0.0
Nuno Herlander,Simões Espírito Santo,Nuno,16,0,0,0,0,78,0.0,0.0,0.0,0.0,0.0,11,5.0
Aaron,Ramsdale,Ramsdale,17,2700,0,0,3,97,0.0,98.3,980.6,0.1,0.0,44,1.3
Cameron,Archer,Archer,17,1421,2,0,2,57,0.0,60.0,125.2,102.5,376.0,48,1.1
Lesley,Ugochukwu,Ugochukwu,17,1652,1,1,1,47,0.0,55.9,265.0,211.9,84.0,44,0.3
Ryan,Fraser,Fraser,17,303,0,0,0,7,0.0,6.7,35.8,26.8,13.0,48,0.0
Samuel,Amo-Ameyaw,Amo-Ameyaw,17,26,0,0,0,1,0.0,2.6,4.0,16.1,6.0,44,0.1
Joe,Aribo,Aribo,17,2007,3,0,1,72,0.0,92.3,386.2,293.0,242.0,49,0.1
Adam,Armstrong,Armstrong,17,1246,2,3,2,45,0.0,56.0,154.4,143.7,262.0,51,0.5
Gavin,Bazunu,Bazunu,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,43,0.1
Jan,Bednarek,Bednarek,17,2531,2,0,3,60,0.0,91.9,770.6,78.3,71.0,40,1.9
